"projectID";"topic";"title"
"101071876";"HORIZON-EIE-2021-SCALEUP-01-03";"Women TechEU"
"101058039";"HORIZON-EIC-2021-TRANSITIONOPEN-01";"EIC Transition Open 2021"
"101064466";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063802";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"190148354";"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open"
"101067180";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066790";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063718";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101079183";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101060428";"HORIZON-CL6-2021-ZEROPOLLUTION-01-03";"Preventing and managing diffuse pollution in urban water runoff"
"101070141";"HORIZON-CL4-2021-DATA-01-01";"Technologies and solutions for compliance, privacy preservation, green and responsible data operations (AI, Data and Robotics Partnership) (RIA)"
"101070122";"HORIZON-CL4-2021-DATA-01-03";"Technologies for data management (AI, Data and Robotics Partnership) (IA)"
"101060888";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065967";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101057388";"HORIZON-INFRA-2021-EOSC-01-04";"Innovative and customizable services for EOSC"
"101046790";"HORIZON-EIC-2021-PATHFINDEROPEN-01-01";"EIC Pathfinder Open 2021"
"101067606";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101046294";"HORIZON-EIC-2021-PATHFINDEROPEN-01-01";"EIC Pathfinder Open 2021"
"101058479";"HORIZON-INFRA-2021-EOSC-01-04";"Innovative and customizable services for EOSC"
"101067269";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101061016";"HORIZON-CL2-2021-HERITAGE-01-04";"Preserving and enhancing cultural heritage with advanced digital technologies"
"101060660";"HORIZON-CL2-2021-HERITAGE-01-04";"Preserving and enhancing cultural heritage with advanced digital technologies"
"101058779";"HORIZON-CL4-2021-RESILIENCE-01-25";"Biomaterials database for Health Applications (CSA)"
"101070214";"HORIZON-CL4-2021-DATA-01-01";"Technologies and solutions for compliance, privacy preservation, green and responsible data operations (AI, Data and Robotics Partnership) (RIA)"
"101057511";"HORIZON-INFRA-2021-SERV-01-07";"Research infrastructures services advancing frontier knowledge"
"101058450";"HORIZON-CL4-2021-RESILIENCE-01-12";"Safe- and sustainable-by-design metallic coatings and engineered surfaces (RIA)"
"101070227";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-11";"Pushing the limit of robotics cognition (AI, Data and Robotics Partnership) (RIA)"
"101070617";"HORIZON-CL4-2021-HUMAN-01-03";"European Network of AI Excellence Centres: Pillars of the European AI lighthouse (RIA)"
"101058598";"HORIZON-CL4-2021-RESILIENCE-01-07";"Building innovative value chains from raw materials to sustainable products (IA)"
"101072777";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101062040";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101058565";"HORIZON-CL4-2021-RESILIENCE-01-17";"Advanced materials for hydrogen storage (RIA)"
"101057499";"HORIZON-HLTH-2021-ENVHLTH-02-02";"Indoor air quality and health"
"101079429";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101056885";"HORIZON-CL5-2021-D5-01-05";"Greenhouse gas aviation emissions reduction technologies towards climate neutrality by 2050"
"101058595";"HORIZON-INFRA-2021-DEV-01-03";"Transition to digital/remote research infrastructure service provision: lessons learnt, needs and best practices"
"101057131";"HORIZON-HLTH-2021-ENVHLTH-02-03";"Health impacts of climate change, costs and benefits of action and inaction"
"101056801";"HORIZON-CL5-2021-D5-01-10";"Innovative on-board energy saving solutions (ZEWT Partnership)"
"101058393";"HORIZON-WIDERA-2021-ERA-01-41";"Global cooperation on FAIR data policy and practice"
"101058245";"HORIZON-CL4-2021-RESILIENCE-01-08";"Establishing EU led international community on safe- and sustainable-by-design materials to support embedding sustainability criteria over the life cycle of products and processes (CSA)"
"101059129";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066084";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066188";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101059558";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101073952";"HORIZON-CL3-2021-FCT-01-09";"Fight against organised environmental crime"
"101063837";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101061575";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101073440";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101073921";"HORIZON-CL3-2021-FCT-01-03";"Disinformation and fake news are combated and trust in the digital world is raised"
"101073945";"HORIZON-CL3-2021-FCT-01-07";"Improved preparedness on attacks to public spaces"
"101063805";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064013";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101058670";"HORIZON-CL4-2021-RESILIENCE-01-10";"Paving the way to an increased share of recycled plastics in added value products (RIA)"
"101069831";"HORIZON-CL5-2021-D3-01-01";"Establish the grounds for a common European energy data space"
"101057029";"HORIZON-CL4-2021-TWIN-TRANSITION-01-03";"Laser-based technologies for green manufacturing (Photonics - Made in Europe Partnerships) (RIA)"
"101058078";"HORIZON-CL4-2021-RESILIENCE-01-07";"Building innovative value chains from raw materials to sustainable products (IA)"
"101073100";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101057442";"HORIZON-HLTH-2021-DISEASE-04-02";"Building a European innovation platform for the repurposing of medicinal products"
"101058310";"HORIZON-CL4-2021-TWIN-TRANSITION-01-20";"Reducing environmental footprint, improving circularity in extractive and processing value chains (IA)"
"101058554";"HORIZON-CL4-2021-RESILIENCE-01-20";"Antimicrobial, Antiviral, and Antifungal Nanocoatings (RIA)"
"101057639";"HORIZON-HLTH-2021-CARE-05-01";"Enhancing quality of care and patient safety"
"101058585";"HORIZON-CL4-2021-TWIN-TRANSITION-01-07";"Artificial Intelligence for sustainable, agile manufacturing (AI, Data and Robotics - Made in Europe Partnerships) (IA)"
"101056957";"HORIZON-MISS-2021-OCEAN-01-01";"Preparation for deployment of lighthouse demonstrators and solution scale ups and cross-cutting citizen and stakeholder involvement"
"101070865";"HORIZON-EIC-2021-PATHFINDERCHALLENGES-01-02";"Tools to measure and stimulate activity in Brain Tissue"
"101080136";"HORIZON-CL4-2021-DIGITAL-EMERGING-02-20";"Quantum sensing technologies for market uptake (IA)"
"101069865";"HORIZON-CL5-2021-D2-01-06";"Sustainable, safe and efficient recycling processes (Batteries Partnership)"
"101063841";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101056973";"HORIZON-CL4-2021-TWIN-TRANSITION-01-10";"Digital permits and compliance checks for buildings and infrastructure (IA)"
"101069674";"HORIZON-CL5-2021-D6-01-10";"Testing safe lightweight vehicles and improved safe human-technology interaction in the future traffic system"
"101045956";"HORIZON-HLTH-2021-CORONA-01-01";"Vaccines & therapeutic clinical trials to boost COVID-19 prevention and treatment"
"101060806";"HORIZON-CL6-2021-CIRCBIO-01-03";"Innovative solutions to over-packaging and single-use plastics, and related microplastic pollution"
"101075665";"HORIZON-CL5-2021-D3-02-07";"Reliability and resilience of the grid: Measures for vulnerabilities, failures, risks and privacy"
"101059909";"HORIZON-CL6-2021-CIRCBIO-01-01";"Circular Cities and Regions Initiative (CCRI)’s circular systemic solutions"
"101070229";"HORIZON-CL4-2021-HUMAN-01-18";"Fostering standardisation to boost European industry's competitiveness (CSA)"
"101061729";"HORIZON-CL2-2021-TRANSFORMATIONS-01-06";"Towards a new normal? Employment and social impacts of changing supply chains and declining trade intensities"
"101058481";"HORIZON-CL4-2021-RESILIENCE-01-16";"Creation of an innovation community for solar fuels and chemicals (CSA)"
"101080086";"HORIZON-CL4-2021-DIGITAL-EMERGING-02-16";"Basic Science for Quantum Technologies (RIA)"
"101070155";"HORIZON-CL4-2021-HUMAN-01-28";"eXtended Reality Ethics, Interoperability and Impact (CSA)"
"101058089";"HORIZON-CL4-2021-RESILIENCE-01-01";"Ensuring circularity of composite materials (Processes4Planet Partnership) (RIA)"
"101072634";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101058158";"HORIZON-WIDERA-2021-ERA-01-44";"Societal trust in science, research and innovation"
"101070000";"HORIZON-CL4-2021-HUMAN-01-02";"European coordination, awareness, standardisation & adoption of trustworthy European AI, Data and Robotics (AI, Data and Robotics Partnership) (CSA)"
"101070120";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-27";"Development of technologies/devices for bio-intelligent manufacturing (RIA)"
"101070009";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-06";"Advanced optical communication components (Photonics Partnership) (IA)"
"101069712";"HORIZON-CL5-2021-D2-01-05";"Manufacturing technology development for solid-state batteries (SSB, Generations 4a - 4b batteries) (Batteries Partnership)"
"101070254";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-11";"Pushing the limit of robotics cognition (AI, Data and Robotics Partnership) (RIA)"
"101075725";"HORIZON-CL5-2021-D3-02-04";"Novel tandem, high efficiency Photovoltaic technologies targeting low cost production with earth abundant materials"
"101058521";"HORIZON-CL4-2021-TWIN-TRANSITION-01-01";"AI enhanced robotics systems for smart manufacturing (AI, Data and Robotics - Made in Europe Partnerships) (IA)"
"101057901";"HORIZON-CL4-2021-RESILIENCE-01-11";"Safe- and sustainable-by-design polymeric materials (RIA)"
"101060252";"HORIZON-CL6-2021-GOVERNANCE-01-04";"Strengthening bioeconomy innovation and deployment across sectors and all governance levels"
"101058359";"HORIZON-CL4-2021-RESILIENCE-01-04";"Developing climate-neutral and circular raw materials (IA)"
"101057821";"HORIZON-HLTH-2021-DISEASE-04-01";"Improved supportive, palliative, survivorship and end-of-life care of cancer patients"
"101069838";"HORIZON-CL5-2021-D6-01-09";"Climate resilient and environmentally sustainable transport infrastructure, with a focus on inland waterways"
"101071008";"HORIZON-EIC-2021-PATHFINDERCHALLENGES-01-02";"Tools to measure and stimulate activity in Brain Tissue"
"101083536";"HORIZON-CL5-2021-D3-03-08";"Cost-effective micro-CHP and hybrid heating systems"
"101057679";"HORIZON-EIC-2021-TRANSITIONCHALLENGES-01-02";"Energy Harvesting and Storage Technologies"
"101070168";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-23";"International cooperation with Canada (RIA)"
"101070281";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-27";"Development of technologies/devices for bio-intelligent manufacturing (RIA)"
"101069796";"HORIZON-CL5-2021-D6-01-07";"More efficient and effective multimodal freight transport nodes to increase flexibility, service visibility and reduce the average cost of freight transport"
"101069600";"HORIZON-CL5-2021-D6-01-10";"Testing safe lightweight vehicles and improved safe human-technology interaction in the future traffic system"
"101057961";"HORIZON-CL4-2021-RESILIENCE-01-20";"Antimicrobial, Antiviral, and Antifungal Nanocoatings (RIA)"
"101079488";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101070560";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-06";"Advanced optical communication components (Photonics Partnership) (IA)"
"101060534";"HORIZON-CL6-2021-FARM2FORK-01-07";"Research & innovation roadmap for blockchain technologies in the agri-food sector"
"101057765";"HORIZON-CL4-2021-TWIN-TRANSITION-01-05";"Manufacturing technologies for bio-based materials (Made in Europe Partnership) (RIA)"
"101070672";"HORIZON-CL4-2021-HUMAN-01-25";"eXtended Collaborative Telepresence (IA)"
"101072599";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101070195";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-07";"Advanced Photonic Integrated Circuits (Photonics Partnership) (RIA)"
"101060107";"HORIZON-CL2-2021-TRANSFORMATIONS-01-05";"Integration of emerging new technologies into education and training"
"101056933";"HORIZON-CL5-2021-D1-01-06";"Supporting and standardising climate services"
"101070114";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-31";"Functional electronics for green and circular economy (RIA)"
"101058328";"HORIZON-CL4-2021-TWIN-TRANSITION-01-05";"Manufacturing technologies for bio-based materials (Made in Europe Partnership) (RIA)"
"101079773";"HORIZON-INFRA-2021-DEV-02-01";"Preparatory phase of new ESFRI research infrastructure projects"
"101072578";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101072531";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101069644";"HORIZON-CL5-2021-D2-01-01";"Sustainable processing, refining and recycling of raw materials (Batteries Partnership)"
"101077433";"HORIZON-CL5-2022-D6-01-06";"Predictive safety assessment framework and safer urban environment for vulnerable road users"
"101058371";"HORIZON-CL4-2021-RESILIENCE-01-11";"Safe- and sustainable-by-design polymeric materials (RIA)"
"101059954";"HORIZON-CL6-2021-GOVERNANCE-01-02";"Furthering food systems science and federating researchers across the European Research Area"
"101079123";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101071485";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101074135";"HORIZON-HLTH-2021-hPSC-09-01-IBA";"European registry for human pluripotent stem cell lines"
"101057369";"HORIZON-CL4-2021-RESILIENCE-01-29";"'Innovate to transform' support for SME's sustainability transition (CSA)"
"101070093";"HORIZON-CL4-2021-HUMAN-01-27";"AI to fight disinformation (RIA)"
"101057622";"HORIZON-HLTH-2021-ENVHLTH-02-01";"Exposure to electromagnetic fields (EMF) and health"
"101073913";"HORIZON-CL3-2021-SSRI-01-05";"Security research technologies driven by active civil society engagement: transdisciplinary methods for societal impact assessment and impact creation"
"101070477";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-31";"Functional electronics for green and circular economy (RIA)"
"101046937";"HORIZON-EIC-2021-PATHFINDEROPEN-01-01";"EIC Pathfinder Open 2021"
"101070581";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-06";"Advanced optical communication components (Photonics Partnership) (IA)"
"101064640";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101075605";"HORIZON-CL5-2021-D3-02-04";"Novel tandem, high efficiency Photovoltaic technologies targeting low cost production with earth abundant materials"
"101058516";"HORIZON-INFRA-2021-TECH-01-01";"Interdisciplinary digital twins for modelling and simulating complex phenomena at the service of research infrastructure communities"
"101060778";"HORIZON-CL6-2021-GOVERNANCE-01-21";"Potential of drones as multi-purpose vehicle – risks and added values"
"101046203";"HORIZON-INFRA-2021-EMERGENCY-01";"FAIR and open data sharing in support to European preparedness for COVID-19 and other infectious diseases"
"101070817";"HORIZON-EIC-2021-PATHFINDERCHALLENGES-01-05";"Engineered Living Materials"
"101079421";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101079043";"HORIZON-INFRA-2021-DEV-02-01";"Preparatory phase of new ESFRI research infrastructure projects"
"101075527";"HORIZON-CL5-2021-D3-02-01";"Demonstration of wave energy devices to increase experience in real sea condition"
"101079961";"HORIZON-CL5-2021-D4-02-02";"Cost-effective, sustainable multi-functional and/or prefabricated holistic renovation packages, integrating RES and including re-used and recycled materials (Built4People)"
"101070417";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-14";"Advanced spintronics: Unleashing spin in the next generation ICs (RIA)"
"101061001";"HORIZON-CL6-2021-GOVERNANCE-01-17";"Common European Green Deal data space to provide more accessible and exploitable environmental observation data in support of the European Green Deal priority actions"
"101083409";"HORIZON-CL5-2021-D3-03-08";"Cost-effective micro-CHP and hybrid heating systems"
"101069890";"HORIZON-CL5-2021-D2-01-06";"Sustainable, safe and efficient recycling processes (Batteries Partnership)"
"101075068";"HORIZON-CL5-2022-D6-01-06";"Predictive safety assessment framework and safer urban environment for vulnerable road users"
"101069601";"HORIZON-CL3-2021-CS-01-01";"Dynamic business continuity and recovery methodologies based on models and prediction for multi-level Cybersecurity"
"101057083";"HORIZON-CL4-2021-TWIN-TRANSITION-01-08";"Data-driven Distributed Industrial Environments (Made in Europe Partnership) (IA)"
"101058756";"HORIZON-CL4-2021-RESILIENCE-01-01";"Ensuring circularity of composite materials (Processes4Planet Partnership) (RIA)"
"101075660";"HORIZON-CL5-2021-D3-02-05";"Energy Sector Integration: Integrating and combining energy systems to a cost-optimised and flexible energy system of systems"
"101060784";"HORIZON-CL6-2021-GOVERNANCE-01-16";"Tools to support the uptake and accessibility/exploitability of environmental observation information at European and global level"
"101070596";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-12";"European Network of Excellence Centres in Robotics (RIA)"
"101070506";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-07";"Advanced Photonic Integrated Circuits (Photonics Partnership) (RIA)"
"101076447";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101058537";"HORIZON-WIDERA-2021-ERA-01-80";"Centre of excellence on inclusive gender equality in Research & Innovation"
"101062130";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101046231";"HORIZON-EIC-2021-PATHFINDEROPEN-01-01";"EIC Pathfinder Open 2021"
"101058426";"HORIZON-CL4-2021-TWIN-TRANSITION-01-14";"Deploying industrial-urban symbiosis solutions for the utilization of energy, water, industrial waste and by-products at regional scale (Processes4Planet Partnership)  (RIA)"
"101073551";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101070524";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-09";"AI, Data and Robotics for the Green Deal (AI, Data and Robotics Partnership) (IA)"
"101057309";"HORIZON-HLTH-2021-DISEASE-04-04";"Clinical validation of artificial intelligence (AI) solutions for treatment and care"
"101072449";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101061023";"HORIZON-CL6-2021-FARM2FORK-01-15";"Transition to healthy and sustainable dietary behaviour"
"101073386";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101067759";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063656";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101072491";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101073471";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101070192";"HORIZON-CL4-2021-HUMAN-01-25";"eXtended Collaborative Telepresence (IA)"
"101067123";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101079119";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101058487";"HORIZON-CL4-2021-RESILIENCE-01-10";"Paving the way to an increased share of recycled plastics in added value products (RIA)"
"101072827";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101072598";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101059888";"HORIZON-CL6-2021-CLIMATE-01-09";"Enhancing science-based knowledge on EU forests’, including old-growth forests, capacities to mitigate climate change"
"101057992";"HORIZON-CL4-2021-RESILIENCE-01-20";"Antimicrobial, Antiviral, and Antifungal Nanocoatings (RIA)"
"101066910";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101070250";"HORIZON-CL4-2021-HUMAN-01-06";"Innovation for Media, including eXtended Reality (IA)"
"101073542";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101058520";"HORIZON-CL4-2021-TWIN-TRANSITION-01-19";"Improvement of the yield of the iron and steel making (Clean Steel Partnership)  (IA)"
"101072924";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101081466";"HORIZON-MSCA-2021-COFUND-01-01";"MSCA COFUND 2021"
"101067706";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101056857";"HORIZON-CL5-2021-D5-01-02";"Nextgen EV components: Integration of advanced power electronics and associated controls (2ZERO)"
"101061548";"HORIZON-CL2-2021-HERITAGE-01-03";"Cultural and creative industries as a driver of innovation and competitiveness"
"101057454";"HORIZON-HLTH-2021-STAYHLTH-01-02";"Towards a molecular and neurobiological understanding of mental health and mental illness for the benefit of citizens and patients"
"101067234";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101070176";"HORIZON-CL3-2021-CS-01-03";"AI for cybersecurity reinforcement"
"101073554";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101067475";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101062717";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101059796";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101068850";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064216";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101070052";"HORIZON-CL4-2021-DATA-01-01";"Technologies and solutions for compliance, privacy preservation, green and responsible data operations (AI, Data and Robotics Partnership) (RIA)"
"101070149";"HORIZON-CL4-2021-HUMAN-01-01";"Verifiable robustness, energy efficiency and transparency for Trustworthy AI: Scientific excellence boosting industrial competitiveness (AI, Data and Robotics Partnership) (RIA)"
"101058731";"HORIZON-CL4-2021-TWIN-TRANSITION-01-12";"Breakthrough technologies supporting technological sovereignty in construction (RIA)"
"101066013";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101069990";"HORIZON-CL4-2021-HUMAN-01-21";"Art-driven use experiments and design (RIA)"
"101046894";"HORIZON-EIC-2021-PATHFINDEROPEN-01-01";"EIC Pathfinder Open 2021"
"101063326";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060007";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101057062";"HORIZON-HLTH-2021-TOOL-06-03";"Innovative tools for use and re-use of health data (in particular of electronic health records and/or patient registries)"
"101057318";"HORIZON-HLTH-2021-TOOL-06-02";"Next generation advanced therapies to treat highly prevalent and high burden diseases with unmet medical needs"
"101072845";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101072729";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101058124";"HORIZON-CL5-2021-D2-01-01";"Sustainable processing, refining and recycling of raw materials (Batteries Partnership)"
"101057100";"HORIZON-HLTH-2021-DISEASE-04-07";"Personalised medicine and infectious diseases: understanding the individual host response to viruses (e.g. SARS-CoV-2)"
"101073014";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101058889";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101070008";"HORIZON-CL3-2021-CS-01-02";"Improved security in open-source and open-specification hardware for connected devices"
"101069018";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101058877";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101079227";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101079319";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101064686";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101059700";"HORIZON-CL6-2021-GOVERNANCE-01-22";"Assessing the impacts of digital technologies in agriculture – cost, benefits and potential for sustainability gains"
"101059288";"HORIZON-CL2-2021-DEMOCRACY-01-02";"Economic models and modern democracies"
"101070374";"HORIZON-CL4-2021-DIGITAL-EMERGING-01-01";"Ultra-low-power, secure processors for edge computing (RIA)"
"101072881";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101060410";"HORIZON-CL2-2021-TRANSFORMATIONS-01-02";"Providing support in a changing world of work and social protection"
"101067622";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101079792";"HORIZON-INFRA-2021-DEV-02-01";"Preparatory phase of new ESFRI research infrastructure projects"
"101057902";"HORIZON-EIC-2021-TRANSITIONCHALLENGES-01-01";"Medical Technology and Devices: from Lab to Patient"
"101056804";"HORIZON-CL5-2021-D1-01-08";"Restoration of natural wetlands, peatlands and floodplains as a strategy for fast mitigation benefits; pathways, trade-offs and co-benefits"
"101068328";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101073307";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101071015";"HORIZON-EIC-2021-PATHFINDERCHALLENGES-01-02";"Tools to measure and stimulate activity in Brain Tissue"
"101078945";"HORIZON-INFRA-2021-DEV-02-01";"Preparatory phase of new ESFRI research infrastructure projects"
"101057775";"HORIZON-HLTH-2021-DISEASE-04-07";"Personalised medicine and infectious diseases: understanding the individual host response to viruses (e.g. SARS-CoV-2)"
"101072846";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101073878";"HORIZON-CL3-2021-SSRI-01-02";"Knowledge Networks for Security Research & Innovation"
"101070077";"HORIZON-CL4-2021-HUMAN-01-17";"Awareness raising on Intellectual property (IP) management for European R&I (CSA)"
"101060247";"HORIZON-CL6-2021-FARM2FORK-01-14";"Microbes for healthy and sustainable food and diets"
"101058933";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101072475";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101056777";"HORIZON-CL5-2021-D5-01-16";"Assessment of noise and particle emissions of L category vehicles from real driving conditions"
"101058527";"HORIZON-INFRA-2021-EOSC-01-01";"Supporting an EOSC-ready digitally skilled workforce"
"101057721";"HORIZON-HLTH-2021-STAYHLTH-01-04";"A roadmap for personalised prevention"
"101058414";"HORIZON-INFRA-2021-SERV-01-04";"Research infrastructures services enabling the development of materials for a circular economy"
"101057510";"HORIZON-HLTH-2021-ENVHLTH-02-02";"Indoor air quality and health"
"101059950";"HORIZON-CL6-2021-GOVERNANCE-01-17";"Common European Green Deal data space to provide more accessible and exploitable environmental observation data in support of the European Green Deal priority actions"
"101061388";"HORIZON-CL2-2021-TRANSFORMATIONS-01-02";"Providing support in a changing world of work and social protection"
"101058696";"HORIZON-CL4-2021-TWIN-TRANSITION-01-20";"Reducing environmental footprint, improving circularity in extractive and processing value chains (IA)"
"101072415";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101057695";"HORIZON-HLTH-2021-CARE-05-02";"Data-driven decision-support tools for better health care delivery and policy-making with a focus on cancer"
"101062692";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101067095";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101058279";"HORIZON-CL4-2021-RESILIENCE-01-09";"Promote Europe's availability, affordability, sustainability and security of supply of essential chemicals and materials (IA)"
"101071886";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101073899";"HORIZON-CL3-2021-BM-01-05";"Improved detection of concealed objects on, and within the body of, persons"
